ID,suburb,state,postcode
912,Smythes Creek,VIC,3351
913,Smythesdale,VIC,3351
914,Snake Valley,VIC,3351
915,Springdallah,VIC,3351
916,Staffordshire Reef,VIC,3351
917,Streatham,VIC,3351
918,Wallinduc,VIC,3351
919,Westmere,VIC,3351
920,Addington,VIC,3352
921,Blowhard,VIC,3352
922,Bolwarrah,VIC,3352
923,Bonshaw,VIC,3352
924,Brewster,VIC,3352
925,Bullarook,VIC,3352
926,Bungaree,VIC,3352
927,Bunkers Hill,VIC,3352
928,Burrumbeet,VIC,3352
929,Cambrian Hill,VIC,3352
930,Cardigan,VIC,3352
931,Cardigan Village,VIC,3352
932,Chapel Flat,VIC,3352
933,Clarendon,VIC,3352
934,Claretown,VIC,3352
935,Clarkes Hill,VIC,3352
936,Corindhap,VIC,3352
937,Dereel,VIC,3352
938,Dunnstown,VIC,3352
939,Durham Lead,VIC,3352
940,Enfield,VIC,3352
941,Ercildoune,VIC,3352
942,Garibaldi,VIC,3352
943,Glenbrae,VIC,3352
944,Glen Park,VIC,3352
945,Gong Gong,VIC,3352
946,Grenville,VIC,3352
947,Invermay,VIC,3352
948,Lal Lal,VIC,3352
949,Lamplough,VIC,3352
950,Langi Kal Kal,VIC,3352
951,Learmonth,VIC,3352
952,Leigh Creek,VIC,3352
953,Lexton,VIC,3352
954,Magpie,VIC,3352
955,Millbrook,VIC,3352
956,Miners Rest,VIC,3352
957,Mollongghip,VIC,3352
958,Mount Bolton,VIC,3352
959,Mount Egerton,VIC,3352
960,Mount Mercer,VIC,3352
961,Mount Rowan,VIC,3352
962,Napoleons,VIC,3352
963,Navigators,VIC,3352
964,Pootilla,VIC,3352
965,Scotchmans Lead,VIC,3352
966,Scotsburn,VIC,3352
967,Springbank,VIC,3352
968,Sulky,VIC,3352
969,Wallace,VIC,3352
970,Warrenheip,VIC,3352
971,Wattle Flat,VIC,3352
972,Waubra,VIC,3352
973,Weatherboard,VIC,3352
974,Werneth,VIC,3352
975,Windermere,VIC,3352
976,Yendon,VIC,3352
977,Ballarat,VIC,3353
978,Ballarat Mc,VIC,3354
979,Lake Gardens,VIC,3355
980,Mitchell Park,VIC,3355
981,Wendouree,VIC,3355
982,Delacombe,VIC,3356
983,Sebastopol,VIC,3356
984,Buninyong,VIC,3357
985,Winter Valley,VIC,3358
986,Happy Valley,VIC,3360
987,Linton,VIC,3360
988,Mannibadar,VIC,3360
989,Pittong,VIC,3360
990,Bradvale,VIC,3361
991,Carranballac,VIC,3361
992,Skipton,VIC,3361
993,Creswick,VIC,3363
994,Creswick North,VIC,3363
995,Dean,VIC,3363
996,Glendaruel,VIC,3363
997,Langdons Hill,VIC,3363
998,Tourello,VIC,3363
999,Allendale,VIC,3364
1000,Ascot,VIC,3364
1001,Bald Hills,VIC,3364
1002,Barkstead,VIC,3364
1003,Blampied,VIC,3364
1004,Broomfield,VIC,3364
1005,Cabbage Tree,VIC,3364
1006,Campbelltown,VIC,3364
1007,Coghills Creek,VIC,3364
1008,Glendonald,VIC,3364
1009,Joyces Creek,VIC,3364
1010,Kingston,VIC,3364
1011,Kooroocheang,VIC,3364
1012,Lawrence,VIC,3364
1013,Mount Prospect,VIC,3364
1014,Newlyn,VIC,3364
1015,Newlyn North,VIC,3364
1016,Rocklyn,VIC,3364
1017,Smeaton,VIC,3364
1018,Smokeytown,VIC,3364
1019,Springmount,VIC,3364
1020,Strathlea,VIC,3364
1021,Werona,VIC,3364
1022,Clunes,VIC,3370
1023,Glengower,VIC,3370
1024,Mount Cameron,VIC,3370
1025,Ullina,VIC,3370
1026,Amherst,VIC,3371
1027,Caralulup,VIC,3371
1028,Dunach,VIC,3371
1029,Evansford,VIC,3371
1030,Lillicur,VIC,3371
1031,Mount Glasgow,VIC,3371
1032,Red Lion,VIC,3371
1033,Stony Creek,VIC,3371
1034,Talbot,VIC,3371
1035,Beaufort,VIC,3373
1036,Chute,VIC,3373
1037,Cross Roads,VIC,3373
1038,Lake Goldsmith,VIC,3373
1039,Lake Wongan,VIC,3373
1040,Main Lead,VIC,3373
1041,Mena Park,VIC,3373
1042,Nerring,VIC,3373
1043,Raglan,VIC,3373
1044,Stockyard Hill,VIC,3373
1045,Stoneleigh,VIC,3373
1046,Trawalla,VIC,3373
1047,Waterloo,VIC,3373
1048,Great Western,VIC,3374
1049,Ballyrogan,VIC,3375
1050,Bayindeen,VIC,3375
1051,Buangor,VIC,3375
1052,Middle Creek,VIC,3375
1053,Ararat,VIC,3377
1054,Bulgana,VIC,3377
1055,Cathcart,VIC,3377
1056,Crowlands,VIC,3377
1057,Denicull Creek,VIC,3377
1058,Dobie,VIC,3377
1059,Dunneworthy,VIC,3377
1060,Eversley,VIC,3377
1061,Langi Logan,VIC,3377
1062,Maroona,VIC,3377
1063,Mount Cole,VIC,3377
1064,Moyston,VIC,3377
1065,Norval,VIC,3377
1066,Rhymney,VIC,3377
1067,Rossbridge,VIC,3377
1068,Shays Flat,VIC,3377
1069,Warrak,VIC,3377
1070,Tatyoon,VIC,3378
1071,Poora,VIC,3378
1072,Bornes Hill,VIC,3379
1073,Chatsworth,VIC,3379
1074,Mafeking,VIC,3379
1075,Stavely,VIC,3379
1076,Wickliffe,VIC,3379
1077,Willaura,VIC,3379
1078,Willaura North,VIC,3379
1079,Stawell,VIC,3380
1080,Bellellen,VIC,3381
1081,Bellfield,VIC,3381
1082,Black Range,VIC,3381
1083,Fyans Creek,VIC,3381
1084,Halls Gap,VIC,3381
1085,Illawarra,VIC,3381
1086,Lake Fyans,VIC,3381
1087,Lake Lonsdale,VIC,3381
1088,Mokepilly,VIC,3381
1089,Mount Dryden,VIC,3381
1090,Pomonal,VIC,3381
1091,Barkly,VIC,3384
1092,Concongella,VIC,3384
1093,Joel Joel,VIC,3384
1094,Joel South,VIC,3384
1095,Landsborough,VIC,3384
1096,Navarre,VIC,3384
1097,Tulkara,VIC,3384
1098,Wattle Creek,VIC,3384
1099,Deep Lead,VIC,3385
1100,Glenorchy,VIC,3385
1101,Ledcourt,VIC,3385
1102,Lubeck,VIC,3385
1103,Riachella,VIC,3385
1104,Roses Gap,VIC,3385
1105,Wal Wal,VIC,3385
1106,Bolangum,VIC,3387
1107,Callawadda,VIC,3387
1108,Campbells Bridge,VIC,3387
1109,Germania,VIC,3387
1110,Greens Creek,VIC,3387
1111,Kanya,VIC,3387
1112,Marnoo,VIC,3387
1113,Marnoo West,VIC,3387
1114,Morrl Morrl,VIC,3387
1115,Wallaloo,VIC,3387
1116,Wallaloo East,VIC,3387
1117,Banyena,VIC,3388
1118,Rupanyup,VIC,3388
1119,Kewell,VIC,3390
1120,Murtoa,VIC,3390
1121,Brim,VIC,3391
1122,Boolite,VIC,3392
1123,Minyip,VIC,3392
1124,Sheep Hills,VIC,3392
1125,Aubrey,VIC,3393
1126,Bangerang,VIC,3393
1127,Cannum,VIC,3393
1128,Crymelon,VIC,3393
1129,Kellalac,VIC,3393
1130,Lah,VIC,3393
1131,Warracknabeal,VIC,3393
1132,Wilkur,VIC,3393
1133,Willenabrina,VIC,3393
1134,Beulah,VIC,3395
1135,Kenmare,VIC,3395
1136,Rosebery,VIC,3395
1137,Hopetoun,VIC,3396
1138,Horsham,VIC,3400
1139,Blackheath,VIC,3401
1140,Brimpaen,VIC,3401
1141,Bungalally,VIC,3401
1142,Cherrypool,VIC,3401
1143,Dooen,VIC,3401
1144,Drung,VIC,3401
1145,Gymbowen,VIC,3401
1146,Haven,VIC,3401
1147,Jung,VIC,3401
1148,Kalkee,VIC,3401
1149,Kanagulk,VIC,3401
1150,Karnak,VIC,3401
1151,Laharum,VIC,3401
1152,Longerenong,VIC,3401
1153,Lower Norton,VIC,3401
1154,Mckenzie Creek,VIC,3401
1155,Mockinya,VIC,3401
1156,Murra Warra,VIC,3401
1157,Nurcoung,VIC,3401
1158,Nurrabiel,VIC,3401
1159,Pimpinio,VIC,3401
1160,Quantong,VIC,3401
1161,Riverside,VIC,3401
1162,Rocklands,VIC,3401
1163,St Helens Plains,VIC,3401
1164,Telangatuk East,VIC,3401
1165,Toolondo,VIC,3401
1166,Vectis,VIC,3401
1167,Wail,VIC,3401
1168,Wallup,VIC,3401
1169,Wartook,VIC,3401
1170,Wonwondah,VIC,3401
1171,Zumsteins,VIC,3401
1172,Horsham,VIC,3402
1173,Balmoral,VIC,3407
1174,Englefield,VIC,3407
1175,Gatum,VIC,3407
1176,Pigeon Ponds,VIC,3407
1177,Vasey,VIC,3407
1178,Arapiles,VIC,3409
1179,Clear Lake,VIC,3409
1180,Douglas,VIC,3409
1181,Duchembegarra,VIC,3409
1182,Grass Flat,VIC,3409
1183,Jilpanger,VIC,3409
1184,Miga Lake,VIC,3409
1185,Mitre,VIC,3409
1186,Natimuk,VIC,3409
1187,Noradjuha,VIC,3409
1188,Tooan,VIC,3409
1189,Wombelano,VIC,3409
1190,Goroke,VIC,3412
1191,Minimay,VIC,3413
1192,Neuarpurr,VIC,3413
1193,Ozenkadnook,VIC,3413
1194,Peronne,VIC,3413
1195,Antwerp,VIC,3414
1196,Dimboola,VIC,3414
1197,Tarranyurk,VIC,3414
1198,Miram,VIC,3415
1199,Broughton,VIC,3418
1200,Glenlee,VIC,3418
1201,Kiata,VIC,3418
1202,Lawloit,VIC,3418
1203,Little Desert,VIC,3418
1204,Lorquon,VIC,3418
1205,Netherby,VIC,3418
1206,Nhill,VIC,3418
1207,Yanac,VIC,3418
1208,Kaniva,VIC,3419
1209,Lillimur,VIC,3420
1210,Serviceton,VIC,3420
1211,Telopea Downs,VIC,3420
1212,Jeparit,VIC,3423
1213,Albacutya,VIC,3424
1214,Rainbow,VIC,3424
1215,Yaapeet,VIC,3424
1216,Diggers Rest,VIC,3427
1217,Bulla,VIC,3428
1218,Sunbury,VIC,3429
1219,Wildwood,VIC,3429
1220,Clarkefield,VIC,3430
1221,Riddells Creek,VIC,3431
1222,Bolinda,VIC,3432
1223,Monegeetta,VIC,3433
1224,Cherokee,VIC,3434
1225,Kerrie,VIC,3434
1226,Romsey,VIC,3434
1227,Springfield,VIC,3434
1228,Benloch,VIC,3435
1229,Goldie,VIC,3435
1230,Lancefield,VIC,3435
1231,Nulla Vale,VIC,3435
1232,Bullengarook,VIC,3437
1233,Gisborne,VIC,3437
1234,Gisborne South,VIC,3437
1235,New Gisborne,VIC,3438
1236,Macedon,VIC,3440
1237,Mount Macedon,VIC,3441
1238,Ashbourne,VIC,3442
1239,Cadello,VIC,3442
1240,Carlsruhe,VIC,3442
1241,Cobaw,VIC,3442
1242,Hesket,VIC,3442
1243,Newham,VIC,3442
1244,Rochford,VIC,3442
1245,Woodend,VIC,3442
1246,Woodend North,VIC,3442
1247,Barfold,VIC,3444
1248,Baynton,VIC,3444
1249,Baynton East,VIC,3444
1250,Edgecombe,VIC,3444
1251,Glenhope,VIC,3444
1252,Kyneton,VIC,3444
1253,Kyneton South,VIC,3444
1254,Langley,VIC,3444
1255,Lauriston,VIC,3444
1256,Lyal,VIC,3444
1257,Metcalfe East,VIC,3444
1258,Mia Mia,VIC,3444
1259,Pastoria,VIC,3444
1260,Pastoria East,VIC,3444
1261,Pipers Creek,VIC,3444
1262,Redesdale,VIC,3444
1263,Sidonia,VIC,3444
1264,Tylden,VIC,3444
1265,Tylden South,VIC,3444
1266,Drummond North,VIC,3446
1267,Malmsbury,VIC,3446
1268,Taradale,VIC,3447
1269,Elphinstone,VIC,3448
1270,Metcalfe,VIC,3448
1271,Sutton Grange,VIC,3448
1272,Moonlight Flat,VIC,3450
1273,Barkers Creek,VIC,3451
1274,Campbells Creek,VIC,3451
1275,Chewton,VIC,3451
1276,Chewton Bushlands,VIC,3451
1277,Faraday,VIC,3451
1278,Fryerstown,VIC,3451
1279,Glenluce,VIC,3451
1280,Golden Point,VIC,3451
1281,Guildford,VIC,3451
1282,Irishtown,VIC,3451
1283,Mckenzie Hill,VIC,3451
1284,Muckleford,VIC,3451
1285,Tarilta,VIC,3451
1286,Vaughan,VIC,3451
1287,Yapeen,VIC,3451
1288,Ravenswood,VIC,3453
1289,Blackwood,VIC,3458
1290,Fern Hill,VIC,3458
1291,Lerderderg,VIC,3458
1292,Little Hampton,VIC,3458
1293,Newbury,VIC,3458
1294,Trentham,VIC,3458
1295,Trentham East,VIC,3458
1296,Basalt,VIC,3460
1297,Daylesford,VIC,3460
1298,Bullarto,VIC,3461
1299,Bullarto South,VIC,3461
1300,Clydesdale,VIC,3461
1301,Coomoora,VIC,3461
1302,Denver,VIC,3461
1303,Drummond,VIC,3461
1304,Dry Diggings,VIC,3461
1305,Eganstown,VIC,3461
1306,Elevated Plains,VIC,3461
1307,Franklinford,VIC,3461
1308,Glenlyon,VIC,3461
1309,Hepburn,VIC,3461
1310,Hepburn Springs,VIC,3461
1311,Korweinguboora,VIC,3461
1312,Leonards Hill,VIC,3461
1313,Mount Franklin,VIC,3461
1314,Musk,VIC,3461
1315,Musk Vale,VIC,3461
1316,Porcupine Ridge,VIC,3461
1317,Sailors Falls,VIC,3461
1318,Sailors Hill,VIC,3461
1319,Spargo Creek,VIC,3461
1320,Strangways,VIC,3461
1321,Wheatsheaf,VIC,3461
1322,Yandoit,VIC,3461
1323,Yandoit Hills,VIC,3461
1324,Green Gully,VIC,3462
1325,Newstead,VIC,3462
1326,Sandon,VIC,3462
1327,Welshmans Reef,VIC,3462
1328,Baringhup,VIC,3463
1329,Baringhup West,VIC,3463
1330,Bradford,VIC,3463
1331,Gower,VIC,3463
1332,Laanecoorie,VIC,3463
1333,Maldon,VIC,3463
1334,Neereman,VIC,3463
1335,Nuggetty,VIC,3463
1336,Tarrengower,VIC,3463
1337,Walmer,VIC,3463
1338,Woodstock West,VIC,3463
1339,Carisbrook,VIC,3464
1340,Adelaide Lead,VIC,3465
1341,Alma,VIC,3465
1342,Bowenvale,VIC,3465
1343,Bung Bong,VIC,3465
1344,Cotswold,VIC,3465
1345,Craigie,VIC,3465
1346,Daisy Hill,VIC,3465
1347,Flagstaff,VIC,3465
1348,Golden Point,VIC,3465
1349,Havelock,VIC,3465
1350,Homebush,VIC,3465
1351,Majorca,VIC,3465
1352,Maryborough,VIC,3465
1353,Moolort,VIC,3465
1354,Moonlight Flat,VIC,3465
1355,Natte Yallock,VIC,3465
1356,Rathscar,VIC,3465
1357,Rathscar West,VIC,3465
1358,Simson,VIC,3465
1359,Timor,VIC,3465
1360,Timor West,VIC,3465
1361,Wareek,VIC,3465
1362,Avoca,VIC,3467
1363,Amphitheatre,VIC,3468
1364,Mount Lonarch,VIC,3468
1365,Elmhurst,VIC,3469
1366,Glenlofty,VIC,3469
1367,Glenlogie,VIC,3469
1368,Glenpatrick,VIC,3469
1369,Nowhere Creek,VIC,3469
1370,Bet Bet,VIC,3472
1371,Betley,VIC,3472
1372,Bromley,VIC,3472
1373,Dunluce,VIC,3472
1374,Dunolly,VIC,3472
1375,Eddington,VIC,3472
1376,Goldsborough,VIC,3472
1377,Inkerman,VIC,3472
1378,Mcintyre,VIC,3472
1379,Moliagul,VIC,3472
1380,Mount Hooghly,VIC,3472
1381,Archdale,VIC,3475
1382,Bealiba,VIC,3475
1383,Burkes Flat,VIC,3475
1384,Cochranes Creek,VIC,3475
1385,Emu,VIC,3475
1386,Logan,VIC,3475
1387,Avon Plains,VIC,3477
1388,Beazleys Bridge,VIC,3477
1389,Carapooee,VIC,3477
1390,Carapooee West,VIC,3477
1391,Coonooer Bridge,VIC,3477
1392,Coonooer West,VIC,3477
1393,Dalyenong,VIC,3477
1394,Gooroc,VIC,3477
1395,Gowar East,VIC,3477
1396,Grays Bridge,VIC,3477
1397,Gre Gre,VIC,3477
1398,Gre Gre North,VIC,3477
1399,Gre Gre South,VIC,3477
1400,Kooreh,VIC,3477
1401,Marnoo East,VIC,3477
1402,Moolerr,VIC,3477
1403,Moyreisk,VIC,3477
1404,Paradise,VIC,3477
1405,Redbank,VIC,3477
1406,Rostron,VIC,3477
1407,Slaty Creek,VIC,3477
1408,St Arnaud East,VIC,3477
1409,St Arnaud North,VIC,3477
1410,Stuart Mill,VIC,3477
1411,Sutherland,VIC,3477
1412,Swanwater,VIC,3477
1413,Tottington,VIC,3477
1414,Traynors Lagoon,VIC,3477
1415,Winjallok,VIC,3477
1416,York Plains,VIC,3477
1417,Dooboobetic,VIC,3478
1418,Moonambel,VIC,3478
1419,Percydale,VIC,3478
1420,St Arnaud,VIC,3478
1421,Tanwood,VIC,3478
1422,Warrenmang,VIC,3478
1423,Yawong Hills,VIC,3478
1424,Areegra,VIC,3480
1425,Carron,VIC,3480
1426,Cope Cope,VIC,3480
1427,Corack,VIC,3480
1428,Corack East,VIC,3480
1429,Donald,VIC,3480
1430,Gil Gil,VIC,3480
1431,Jeffcott,VIC,3480
1432,Jeffcott North,VIC,3480
1433,Laen,VIC,3480
1434,Laen East,VIC,3480
1435,Laen North,VIC,3480
1436,Lawler,VIC,3480
1437,Litchfield,VIC,3480
1438,Rich Avon,VIC,3480
1439,Rich Avon East,VIC,3480
1440,Rich Avon West,VIC,3480
1441,Swanwater West,VIC,3480
1442,Morton Plains,VIC,3482
1443,Warmur,VIC,3482
1444,Watchem,VIC,3482
1445,Watchem West,VIC,3482
1446,Ballapur,VIC,3483
1447,Birchip,VIC,3483
1448,Birchip West,VIC,3483
1449,Curyo,VIC,3483
1450,Jil Jil,VIC,3483
1451,Karyrie,VIC,3483
1452,Kinnabulla,VIC,3483
1453,Marlbed,VIC,3483
1454,Narraport,VIC,3483
1455,Whirily,VIC,3483
1456,Banyan,VIC,3485
1457,Watchupga,VIC,3485
1458,Willangie,VIC,3485
1459,Woomelang,VIC,3485
1460,Lascelles,VIC,3487
1461,Speed,VIC,3488
1462,Turriff,VIC,3488
1463,Turriff East,VIC,3488
1464,Tempy,VIC,3489
1465,Big Desert,VIC,3490
1466,Boinka,VIC,3490
1467,Kulwin,VIC,3490
1468,Mittyack,VIC,3490
1469,Sunset,VIC,3490
1470,Ouyen,VIC,3490
1471,Torrita,VIC,3490
1472,Tutye,VIC,3490
1473,Patchewollock,VIC,3491
1474,Carwarp,VIC,3494
1475,Colignan,VIC,3494
1476,Iraak,VIC,3494
1477,Nangiloc,VIC,3494
1478,Cardross,VIC,3496
1479,Cullulleraine,VIC,3496
1480,Lindsay Point,VIC,3496
1481,Meringur,VIC,3496
1482,Merrinee,VIC,3496
1483,Red Cliffs,VIC,3496
1484,Sunnycliffs,VIC,3496
1485,Werrimull,VIC,3496
1486,Irymple,VIC,3498
1487,Mildura,VIC,3500
1488,Mildura West,VIC,3500
1489,Hattah,VIC,3501
1490,Koorlong,VIC,3501
1491,Mildura Centre Plaza,VIC,3501
1492,Mildura South,VIC,3501
1493,Nichols Point,VIC,3501
1494,Mildura,VIC,3502
1495,Birdwoodton,VIC,3505
1496,Cabarita,VIC,3505
1497,Merbein,VIC,3505
1498,Merbein South,VIC,3505
1499,Merbein West,VIC,3505
1500,Wargan,VIC,3505
1501,Yelta,VIC,3505
1502,Cowangie,VIC,3506
1503,Walpeup,VIC,3507
1504,Linga,VIC,3509
1505,Underbool,VIC,3509
1506,Carina,VIC,3512
1507,Murrayville,VIC,3512
1508,Panitya,VIC,3512
1509,Marong,VIC,3515
1510,Shelbourne,VIC,3515
1511,Wilsons Hill,VIC,3515
1512,Bridgewater,VIC,3516
1513,Bridgewater On Loddon,VIC,3516
1514,Derby,VIC,3516
1515,Leichardt,VIC,3516
1516,Yarraberb,VIC,3516
1517,Bears Lagoon,VIC,3517
1518,Brenanah,VIC,3517
1519,Glenalbyn,VIC,3517
1520,Inglewood,VIC,3517
1521,Jarklin,VIC,3517
1522,Kingower,VIC,3517
1523,Kurting,VIC,3517
1524,Powlett Plains,VIC,3517
1525,Rheola,VIC,3517
1526,Serpentine,VIC,3517
1527,Berrimal,VIC,3518
1528,Borung,VIC,3518
1529,Fentons Creek,VIC,3518
1530,Fernihurst,VIC,3518
1531,Fiery Flat,VIC,3518
1532,Kurraca,VIC,3518
1533,Kurraca West,VIC,3518
1534,Mysia,VIC,3518
1535,Nine Mile,VIC,3518
1536,Richmond Plains,VIC,3518
1537,Skinners Flat,VIC,3518
1538,Wedderburn,VIC,3518
1539,Wehla,VIC,3518
1540,Woolshed Flat,VIC,3518
1541,Woosang,VIC,3518
1542,Kinypanial,VIC,3520
1543,Korong Vale,VIC,3520
1544,Pyalong,VIC,3521
1545,Glenhope East,VIC,3522
1546,Tooborac,VIC,3522
1547,Argyle,VIC,3523
1548,Costerfield,VIC,3523
1549,Derrinal,VIC,3523
1550,Heathcote,VIC,3523
1551,Heathcote South,VIC,3523
1552,Knowsley,VIC,3523
1553,Ladys Pass,VIC,3523
1554,Moormbool West,VIC,3523
1555,Mount Camel,VIC,3523
1556,Redcastle,VIC,3523
1557,Barrakee,VIC,3525
1558,Buckrabanyule,VIC,3525
1559,Charlton,VIC,3525
1560,Chirrip,VIC,3525
1561,Granite Flat,VIC,3525
1562,Lake Marmal,VIC,3525
1563,Nareewillock,VIC,3525
1564,Terrappee,VIC,3525
1565,Wooroonook,VIC,3525
1566,Wychitella,VIC,3525
1567,Yeungroon,VIC,3525
1568,Yeungroon East,VIC,3525
1569,Bunguluke,VIC,3527
1570,Dumosa,VIC,3527
1571,Glenloth,VIC,3527
1572,Glenloth East,VIC,3527
1573,Jeruk,VIC,3527
1574,Ninyeunook,VIC,3527
1575,Teddywaddy,VIC,3527
1576,Teddywaddy West,VIC,3527
1577,Thalia,VIC,3527
1578,Towaninny,VIC,3527
1579,Towaninny South,VIC,3527
1580,Wycheproof,VIC,3527
1581,Kalpienung,VIC,3529
1582,Nullawil,VIC,3529
1583,Culgoa,VIC,3530
1584,Sutton,VIC,3530
1585,Wangie,VIC,3530
1586,Warne,VIC,3530
1587,Berriwillock,VIC,3531
1588,Boigbeat,VIC,3531
1589,Bimbourie,VIC,3533
1590,Lake Tyrrell,VIC,3533
1591,Myall,VIC,3533
1592,Nandaly,VIC,3533
1593,Ninda,VIC,3533
1594,Nyarrin,VIC,3533
1595,Pier Milan,VIC,3533
1596,Sea Lake,VIC,3533
1597,Straten,VIC,3533
1598,Tyenna,VIC,3533
1599,Tyrrell,VIC,3533
1600,Tyrrell Downs,VIC,3533
1601,Barraport,VIC,3537
1602,Barraport West,VIC,3537
1603,Boort,VIC,3537
1604,Canary Island,VIC,3537
1605,Catumnal,VIC,3537
